product_name,pharmacy,url
Rosuvastatina 10 mg: Rovartal,Búho Chile,https://www.buhochile.com/products/rovartal-10-mg-30-comprimidos-recubiertos-pharma-investi?productId=8c0fee1a-a4cf-4ad5-8840-3c6badbf4664
Rosuvastatina 10 mg: Rux,Salcobrand,https://salcobrand.cl/products/rosuvastatina-10mg-oral-solido-4ae7b3e5-580e-40a6-949e-febcd15abdf3?default_sku=2973242&queryID=a71a9709c01e3b0e9a16f19f59180ab1
Rosuvastatina 10 mg: Rux,Farmacias Ahumada,https://www.farmaciasahumada.cl/rux-10-mg-x-30-comprimidos-recubiertos-76442.html
Rosuvastatina 10 mg: Rux,Cruz Verde,https://www.cruzverde.cl/rux-rosuvastatina-10-mg-30-comprimidos-recubiertos/269789.html
Rosuvastatina 10 mg: Rux,Farmex,https://farmex.cl/products/rux-10-mg-x-30-comp?_pos=1&_sid=d6903ed92&_ss=r
Rosuvastatina 10 mg: Rux,Farmacia Meki,https://farmaciameki.cl/producto/rux-10-mg-saval-1d4f
Rosuvastatina 10 mg: Rux,Farmaloop,https://www.farmaloop.cl/products/rux-10-mg-x-30-comprimidos-107027/
Rosuvastatina 10 mg: Rux,MercadoFarma,https://www.mercadofarma.cl/products/rux-10mg-30-comprimidos-recubiertos
Rosuvastatina 10 mg: Rux,Búho Chile,https://www.buhochile.com/products/rux-10-mg-30-comprimidos-recubiertos-saval?productId=354c91be-f21a-48c9-aaa0-3ad78368e85a
Up Omega 3: Ultra Pure,Salcobrand,https://salcobrand.cl/products/omega-3-up-ultrapure?default_sku=575894&queryID=7d7c81744de866f3d7c7ca7616e0f15a
Up Omega 3: Ultra Pure,Farmacias Ahumada,https://www.farmaciasahumada.cl/omega-up-ultrapure-150-capsulas-92343.html
Up Omega 3: Ultra Pure,Cruz Verde,https://www.cruzverde.cl/regenesis-up-omega-3-300-mg-30-capsulas-blandas/292701.html
Up Omega 3: Ultra Pure,Farmex,https://farmex.cl/products/omega-3-ultra-pure-800-epa-400-dha-x-60-capsulas?_pos=4&_sid=03e8bc231&_ss=r
Up Omega 3: Ultra Pure,Farmacias Dr Simi,https://www.drsimi.cl/simi-omega-3-aceite-pescado-1000-mg-30-capsulas/p
Up Omega 3: Ultra Pure,Farmacia Meki,https://farmaciameki.cl/producto/up-omega-3-ultra-pure-800-epa-400-dha-newscience-0e92
Up Omega 3: Ultra Pure,Farmaloop,https://www.farmaloop.cl/products/omega-up-ultra-pure-ns-x-60-capsulas-blandas-42089/
Up Omega 3: Ultra Pure,Farmacia JVF,https://farmaciajvf.com/products/omega-up-x-150-capsulas-farmacias-jvf
Up Omega 3: Ultra Pure,Anticonceptivo.cl,https://anticonceptivo.cl/producto/up-omega-3-120-capsulas?
Up Omega 3: Ultra Pure,Farmacia El Químico,https://farmaciaelquimico.cl/products/omega-3-capsulas-3?_pos=1&_sid=439cde793&_ss=r
Up Omega 3: Ultra Pure,MercadoFarma,https://www.mercadofarma.cl/products/ultra-pure-up-omega-3-800-epa-400-dha-60-capsulas
Up Omega 3: Ultra Pure,Nova Salud,https://www.novasalud.cl/regenesis-up-300mg-omega-3-30-capsulas
Up Omega 3: Ultra Pure,Búho Chile,https://www.buhochile.com/products/regenesis-up-300-mg-30-capsulas-exeltis?productId=8f619127-68d2-47a0-8b0c-bac6110635b5
Up Omega 3: Vegan,Salcobrand,https://salcobrand.cl/products/omega-up-vegan-dha?default_sku=575513&queryID=7d7c81744de866f3d7c7ca7616e0f15a
Up Omega 3: Vegan,Farmacias Ahumada,https://www.farmaciasahumada.cl/omega-up-vegano-dha-530-mg-x-30-capsulas-89064.html
Up Omega 3: Vegan,Farmex,https://farmex.cl/products/vgup-vegan-omega-3-aceite-de-microalgas-530-dha-x-30-capsulas?_pos=5&_sid=03e8bc231&_ss=r
Up Omega 3: Vegan,Farmacia Meki,https://farmaciameki.cl/producto/vg-up-omega-3-vegano-dha-newscience-3432
Up Omega 3: Vegan,Farmaloop,https://www.farmaloop.cl/products/up-omega-3-vg-tg-dha-x-30-capsulas-42118/
Up Omega 3: Vegan,Farmacia JVF,https://farmaciajvf.com/products/omega-up-vegano-x-30-capsulas-farmacias-jvf
Up Omega 3: Vegan,Farmacia El Químico,https://farmaciaelquimico.cl/products/omega-3-up-vegano-capsulas?_pos=3&_sid=439cde793&_ss=r
Up Omega 3: Vegan,MercadoFarma,https://www.mercadofarma.cl/products/vegan-up-omega-3-aceite-de-microalgas-530-dha-30-capsulas
Up Omega 3: Vegan,Búho Chile,https://www.buhochile.com/products/omega-up-3-vegan-1000-mg-30-capsulas-newscience?productId=a3ca019c-a27b-4297-ae0d-3d572298bbc1
Valerix,Salcobrand,https://salcobrand.cl/products/dienogest-2mg-estradiol-2mg-oral-solido?default_sku=3026814&queryID=ee700ee771f067daeb409ff125e1c9dc
Valerix,Farmacias Ahumada,https://www.farmaciasahumada.cl/valerix-x-30-comprimidos-recubiertos-70054.html
Valerix,Cruz Verde,https://www.cruzverde.cl/valerix-estradiol-2-mg-30-comprimidos-recubierto/262651.html
Valerix,Farmex,https://farmex.cl/products/valerix-x-30-comprimidos?_pos=1&_sid=842736919&_ss=r
Valerix,EcoFarmacias,https://www.ecofarmacias.cl/producto/valerix-x-30-comprimidos/
Valerix,Farmacia Meki,https://farmaciameki.cl/buscar?q=Valerix
Valerix,Farmacia JVF,https://farmaciajvf.com/products/valerix-x-30-comprimidos-recubiertos-farmacias-jvf
Valerix,Anticonceptivo.cl,https://anticonceptivo.cl/producto/valerix?
Valerix,Farmacia El Químico,https://farmaciaelquimico.cl/products/valerix-comprimidos-recubiertos?_pos=1&_sid=ec9a27ea1&_ss=r
Valerix,Búho Chile,https://www.buhochile.com/products/valerix-2-mg-2-mg-30-comprimidos-recubiertos-silesia?productId=1976f47c-96cd-421d-97e9-8f79f7c16498
Vitamina D 800 UI: Dvida,Salcobrand,https://salcobrand.cl/products/dvida-800ui-x35cap?default_sku=307811&queryID=63a61bd5c313258b6dba8ac1cc7863d8
Vitamina D 800 UI: Dvida,Farmacias Ahumada,https://www.farmaciasahumada.cl/dvida-800-ui-35cap-blandas-86584.html
Vitamina D 800 UI: Dvida,Cruz Verde,https://www.cruzverde.cl/dvida-vitamina-d3-800-ui-35-capsulas-blandas/294034.html
Vitamina D 800 UI: Dvida,Farmex,https://farmex.cl/products/vidyn-50-000ui-vitamina-d3-4-capsulas-blandas?_pos=1&_sid=5a3eb74fc&_ss=r
Vitamina D 800 UI: Dvida,EcoFarmacias,https://www.ecofarmacias.cl/producto/dvida-vitamina-d3-800-ui-x-35-capsulas-blandas/
Vitamina D 800 UI: Dvida,Farmacias Dr Simi,https://www.drsimi.cl/infor-pro-babys-acd-vitamina-a-c-d-2000-45-480-u-i-0-6-ml-gotas-30-ml/p
Vitamina D 800 UI: Dvida,Farmacia Meki,https://farmaciameki.cl/producto/dvida-800-u.i.-andromaco-a1a8
Vitamina D 800 UI: Dvida,Farmaloop,https://www.farmaloop.cl/products/dvida-800-ui-x-35-capsulas-blandas-98483/
Vitamina D 800 UI: Dvida,Farmacia JVF,https://farmaciajvf.com/products/dvida-800-ui-x-35-capsulas-blandas-farmacias-jvf
Vitamina D 800 UI: Dvida,Anticonceptivo.cl,https://anticonceptivo.cl/producto/dvida-800ui
Vitamina D 800 UI: Dvida,Farmacia El Químico,https://farmaciaelquimico.cl/products/d-vida-capsulas-blandas-800ui?_pos=2&_sid=505426fcf&_ss=r
Vitamina D 800 UI: Dvida,Profar,https://www.profar.cl/dvida-800-ui-x-35-caps-102080/p
Vitamina D 800 UI: Dvida,MercadoFarma,https://www.mercadofarma.cl/products/dvidamax-50-000-u-i-polvo-para-suspension-oral-1g
Vitamina D 800 UI: Dvida,Nova Salud,https://www.novasalud.cl/dvida-max-100000-ui-1g-polvo-para-suspension-oral
Vitamina D 800 UI: Dvida,Búho Chile,https://www.buhochile.com/products/dvida-max-50000-ui-4-vial-polvo-para-suspension-oral-andromaco?productId=68729f2f-7340-42a5-b46b-fd14ae6fc759
Vitamina D 800 UI: Inforvit,Salcobrand,https://salcobrand.cl/products/inforvit-vitamina-d3-800ui-30ml?default_sku=9055178&queryID=63a61bd5c313258b6dba8ac1cc7863d8
Vitamina D 800 UI: Inforvit,Farmacias Ahumada,https://www.farmaciasahumada.cl/infor-d3-800-ui-x-30-ml-solucion-para-gotas-orales-87253.html
Vitamina D 800 UI: Inforvit,Farmacias Dr Simi,https://www.drsimi.cl/infor-pro-babys-acd-vitamina-a-c-d-2000-45-480-u-i-0-6-ml-gotas-30-ml/p
Vitamina D 800 UI: Inforvit,Farmacia Meki,https://farmaciameki.cl/producto/infor-vit-vitamina-d3-800-u.i.-prater-330f
Vitamina D 800 UI: Inforvit,Farmaloop,https://www.farmaloop.cl/products/infor-vit-d3-800-ui-x-30-ml-solucion-para-gotas-orales-140697/
Vitamina D 800 UI: Inforvit,Profar,https://www.profar.cl/inforvit-b12-gotas-30-ml/p
Vitamina D 800 UI: Inforvit,Búho Chile,https://www.buhochile.com/products/infor-vit-800-ui-30-comprimidos-prater?productId=a8ab5829-cc31-4da5-be18-5954f5d3d152
Vitamina D 800 UI: Vegan,Salcobrand,https://salcobrand.cl/products/vitamin-d-800-ui-x60-vegan-vitaminlife-free?default_sku=586799&queryID=63a61bd5c313258b6dba8ac1cc7863d8
Vitamina D 800 UI (otro),Salcobrand,https://salcobrand.cl/products/vitaminlife-vitamina-d3-800ui-90-softgels?default_sku=9033212&queryID=63a61bd5c313258b6dba8ac1cc7863d8
Vitamina D 800 UI (otro),Farmacias Ahumada,https://www.farmaciasahumada.cl/vitde-800-ui--x-30-comprimidos-70979.html
Vitamina D 800 UI (otro),Cruz Verde,https://www.cruzverde.cl/vitamina-d-800-ui-60-comprimidos/383902.html
Vitamina D 800 UI (otro),Farmex,https://farmex.cl/products/vitamina-d3-800-ui-x-100-comprimidos?_pos=8&_sid=ee122dc1c&_ss=r
Vitamina D 800 UI (otro),EcoFarmacias,https://www.ecofarmacias.cl/producto/vitamina-d3-800-ui-x-120-capsulas-blandas-raiz-natural/
Vitamina D 800 UI (otro),Farmacia Meki,https://farmaciameki.cl/producto/vitamina-d3-800-u.i.-nutrapharm-740a
Vitamina D 800 UI (otro),Farmaloop,https://www.farmaloop.cl/products/vitamina-d3-800-ui-x-100-comprimidos-140325/
Vitamina D 800 UI (otro),Farmacia JVF,https://farmaciajvf.com/products/vitamina-d3-800-ui-x-60-capsulas-supplevit-farmacias-jvf
Vitamina D 800 UI (otro),Profar,https://www.profar.cl/vitde-800-ui-x-30-comp-105760/p
Vitamina D 800 UI (otro),MercadoFarma,https://www.mercadofarma.cl/products/vitde-800-vitamina-d3-800ui-30-comprimidos
Vitamina D 800 UI (otro),Nova Salud,https://www.novasalud.cl/vitde-800-800ui-30-comprimidos
Vitamina D 800 UI (otro),Búho Chile,https://www.buhochile.com/products/vitamina-d-800-ui-60-capsulas-blandas-springlife?productId=029ed1c7-9053-4f96-b62d-5cc0fae01812
